"","Category","Subcategory","Attribute","SubAttribute","MicroAttribute","Measurement","Value","Bil_Dols","Value_Type","Year"
"392","Professional and business services","Private industries_SC","Professional and business services_TOTAL_A","Professional and business services_TOTAL_SA","Professional and business services_TOTAL_MA","Digital Economy Real Gross Output by Industry",641372,641.372,"[Millions of chained (2017) dollars]",2018
"393","Professional and business services","Private industries_SC","Professional and business services_TOTAL_A","Professional and business services_TOTAL_SA","Professional and business services_TOTAL_MA","Digital Economy Real Gross Output by Industry",671984,671.984,"[Millions of chained (2017) dollars]",2019
"394","Professional and business services","Private industries_SC","Professional and business services_TOTAL_A","Professional and business services_TOTAL_SA","Professional and business services_TOTAL_MA","Digital Economy Real Gross Output by Industry",714511,714.511,"[Millions of chained (2017) dollars]",2020
"395","Professional and business services","Private industries_SC","Professional and business services_TOTAL_A","Professional and business services_TOTAL_SA","Professional and business services_TOTAL_MA","Digital Economy Real Gross Output by Industry",812789,812.789,"[Millions of chained (2017) dollars]",2021
"396","Professional and business services","Private industries_SC","Professional and business services_TOTAL_A","Professional and business services_TOTAL_SA","Professional and business services_TOTAL_MA","Digital Economy Real Gross Output by Industry",890818,890.818,"[Millions of chained (2017) dollars]",2022
"397","Computer systems design and related services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_SA","Computer systems design and related services_MA","Digital Economy Real Gross Output by Industry",704692,704.692,"[Millions of chained (2017) dollars]",2022
"398","Computer systems design and related services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_SA","Computer systems design and related services_MA","Digital Economy Real Gross Output by Industry",644077,644.077,"[Millions of chained (2017) dollars]",2021
"399","Computer systems design and related services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_SA","Computer systems design and related services_MA","Digital Economy Real Gross Output by Industry",566711,566.711,"[Millions of chained (2017) dollars]",2020
"400","Computer systems design and related services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_SA","Computer systems design and related services_MA","Digital Economy Real Gross Output by Industry",533054,533.054,"[Millions of chained (2017) dollars]",2019
"401","Computer systems design and related services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_SA","Computer systems design and related services_MA","Digital Economy Real Gross Output by Industry",513302,513.302,"[Millions of chained (2017) dollars]",2018
"402","Computer systems design and related services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_SA","Computer systems design and related services_MA","Digital Economy Real Gross Output by Industry",460212,460.212,"[Millions of chained (2017) dollars]",2017
"403","Legal services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_SA","Legal services_MA","Digital Economy Real Gross Output by Industry",465,0.465,"[Millions of chained (2017) dollars]",2022
"404","Legal services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_SA","Legal services_MA","Digital Economy Real Gross Output by Industry",421,0.421,"[Millions of chained (2017) dollars]",2021
"405","Legal services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_SA","Legal services_MA","Digital Economy Real Gross Output by Industry",409,0.409,"[Millions of chained (2017) dollars]",2020
"406","Legal services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_SA","Legal services_MA","Digital Economy Real Gross Output by Industry",380,0.38,"[Millions of chained (2017) dollars]",2018
"407","Legal services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_SA","Legal services_MA","Digital Economy Real Gross Output by Industry",376,0.376,"[Millions of chained (2017) dollars]",2019
"408","Legal services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_SA","Legal services_MA","Digital Economy Real Gross Output by Industry",359,0.359,"[Millions of chained (2017) dollars]",2017
"409","Professional, scientific, and technical services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_TOTAL_SA","Professional, scientific, and technical services_TOTAL_MA","Digital Economy Real Gross Output by Industry",557227,557.227,"[Millions of chained (2017) dollars]",2017
"410","Professional, scientific, and technical services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_TOTAL_SA","Professional, scientific, and technical services_TOTAL_MA","Digital Economy Real Gross Output by Industry",617138,617.138,"[Millions of chained (2017) dollars]",2018
"411","Professional, scientific, and technical services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_TOTAL_SA","Professional, scientific, and technical services_TOTAL_MA","Digital Economy Real Gross Output by Industry",645658,645.658,"[Millions of chained (2017) dollars]",2019
"412","Professional, scientific, and technical services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_TOTAL_SA","Professional, scientific, and technical services_TOTAL_MA","Digital Economy Real Gross Output by Industry",687067,687.067,"[Millions of chained (2017) dollars]",2020
"413","Professional, scientific, and technical services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_TOTAL_SA","Professional, scientific, and technical services_TOTAL_MA","Digital Economy Real Gross Output by Industry",781210,781.21,"[Millions of chained (2017) dollars]",2021
"414","Professional, scientific, and technical services","Private industries_SC","Professional and business services_A","Professional, scientific, and technical services_TOTAL_SA","Professional, scientific, and technical services_TOTAL_MA","Digital Economy Real Gross Output by Industry",854419,854.419,"[Millions of chained (2017) dollars]",2022
"415","Publishing industries, except internet (includes software)","Private industries_SC","Information_A","Publishing industries, except internet (includes software)_SA","Publishing industries, except internet (includes software)_MA","Digital Economy Real Gross Output by Industry",475259,475.259,"[Millions of chained (2017) dollars]",2022
"416","Publishing industries, except internet (includes software)","Private industries_SC","Information_A","Publishing industries, except internet (includes software)_SA","Publishing industries, except internet (includes software)_MA","Digital Economy Real Gross Output by Industry",407440,407.44,"[Millions of chained (2017) dollars]",2021
"417","Publishing industries, except internet (includes software)","Private industries_SC","Information_A","Publishing industries, except internet (includes software)_SA","Publishing industries, except internet (includes software)_MA","Digital Economy Real Gross Output by Industry",348131,348.131,"[Millions of chained (2017) dollars]",2020
"418","Publishing industries, except internet (includes software)","Private industries_SC","Information_A","Publishing industries, except internet (includes software)_SA","Publishing industries, except internet (includes software)_MA","Digital Economy Real Gross Output by Industry",310976,310.976,"[Millions of chained (2017) dollars]",2019
"419","Publishing industries, except internet (includes software)","Private industries_SC","Information_A","Publishing industries, except internet (includes software)_SA","Publishing industries, except internet (includes software)_MA","Digital Economy Real Gross Output by Industry",286276,286.276,"[Millions of chained (2017) dollars]",2018
"420","Publishing industries, except internet (includes software)","Private industries_SC","Information_A","Publishing industries, except internet (includes software)_SA","Publishing industries, except internet (includes software)_MA","Digital Economy Real Gross Output by Industry",260902,260.902,"[Millions of chained (2017) dollars]",2017
"421","Real estate","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Real estate_TOTAL_MA","Digital Economy Real Gross Output by Industry",453,0.453,"[Millions of chained (2017) dollars]",2020
"422","Real estate","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Real estate_TOTAL_MA","Digital Economy Real Gross Output by Industry",434,0.434,"[Millions of chained (2017) dollars]",2022
"423","Real estate","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Real estate_TOTAL_MA","Digital Economy Real Gross Output by Industry",420,0.42,"[Millions of chained (2017) dollars]",2019
"424","Real estate","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Real estate_TOTAL_MA","Digital Economy Real Gross Output by Industry",409,0.409,"[Millions of chained (2017) dollars]",2021
"425","Real estate","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Real estate_TOTAL_MA","Digital Economy Real Gross Output by Industry",344,0.344,"[Millions of chained (2017) dollars]",2018
"426","Other real estate","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Other real estate_MA","Digital Economy Real Gross Output by Industry",341,0.341,"[Millions of chained (2017) dollars]",2020
"427","Other real estate","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Other real estate_MA","Digital Economy Real Gross Output by Industry",327,0.327,"[Millions of chained (2017) dollars]",2022
"428","Other real estate","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Other real estate_MA","Digital Economy Real Gross Output by Industry",316,0.316,"[Millions of chained (2017) dollars]",2019
"429","Other real estate","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Other real estate_MA","Digital Economy Real Gross Output by Industry",308,0.308,"[Millions of chained (2017) dollars]",2021
"430","Real estate","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Real estate_TOTAL_MA","Digital Economy Real Gross Output by Industry",306,0.306,"[Millions of chained (2017) dollars]",2017
"431","Other real estate","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Other real estate_MA","Digital Economy Real Gross Output by Industry",259,0.259,"[Millions of chained (2017) dollars]",2018
"432","Other real estate","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Other real estate_MA","Digital Economy Real Gross Output by Industry",230,0.23,"[Millions of chained (2017) dollars]",2017
"433","Rental and leasing services and lessors of intangible assets","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Rental and leasing services and lessors of intangible assets_MA","Digital Economy Real Gross Output by Industry",224,0.224,"[Millions of chained (2017) dollars]",2020
"434","Rental and leasing services and lessors of intangible assets","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Rental and leasing services and lessors of intangible assets_MA","Digital Economy Real Gross Output by Industry",224,0.224,"[Millions of chained (2017) dollars]",2022
"435","Rental and leasing services and lessors of intangible assets","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Rental and leasing services and lessors of intangible assets_MA","Digital Economy Real Gross Output by Industry",218,0.218,"[Millions of chained (2017) dollars]",2021
"436","Rental and leasing services and lessors of intangible assets","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Rental and leasing services and lessors of intangible assets_MA","Digital Economy Real Gross Output by Industry",206,0.206,"[Millions of chained (2017) dollars]",2019
"437","Rental and leasing services and lessors of intangible assets","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Rental and leasing services and lessors of intangible assets_MA","Digital Economy Real Gross Output by Industry",172,0.172,"[Millions of chained (2017) dollars]",2018
"438","Rental and leasing services and lessors of intangible assets","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Rental and leasing services and lessors of intangible assets_MA","Digital Economy Real Gross Output by Industry",152,0.152,"[Millions of chained (2017) dollars]",2017
"439","Housing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Housing_MA","Digital Economy Real Gross Output by Industry",112,0.112,"[Millions of chained (2017) dollars]",2020
"440","Housing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Housing_MA","Digital Economy Real Gross Output by Industry",107,0.107,"[Millions of chained (2017) dollars]",2022
"441","Housing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Housing_MA","Digital Economy Real Gross Output by Industry",104,0.104,"[Millions of chained (2017) dollars]",2019
"442","Housing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Housing_MA","Digital Economy Real Gross Output by Industry",101,0.101,"[Millions of chained (2017) dollars]",2021
"443","Housing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Housing_MA","Digital Economy Real Gross Output by Industry",85,0.085,"[Millions of chained (2017) dollars]",2018
"444","Housing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_SA","Housing_MA","Digital Economy Real Gross Output by Industry",75,0.075,"[Millions of chained (2017) dollars]",2017
"445","Real estate and rental and leasing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_TOTAL_SA","Real estate and rental and leasing_TOTAL_MA","Digital Economy Real Gross Output by Industry",677,0.677,"[Millions of chained (2017) dollars]",2020
"446","Real estate and rental and leasing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_TOTAL_SA","Real estate and rental and leasing_TOTAL_MA","Digital Economy Real Gross Output by Industry",658,0.658,"[Millions of chained (2017) dollars]",2022
"447","Real estate and rental and leasing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_TOTAL_SA","Real estate and rental and leasing_TOTAL_MA","Digital Economy Real Gross Output by Industry",628,0.628,"[Millions of chained (2017) dollars]",2021
"448","Real estate and rental and leasing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_TOTAL_SA","Real estate and rental and leasing_TOTAL_MA","Digital Economy Real Gross Output by Industry",626,0.626,"[Millions of chained (2017) dollars]",2019
"449","Real estate and rental and leasing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_TOTAL_SA","Real estate and rental and leasing_TOTAL_MA","Digital Economy Real Gross Output by Industry",516,0.516,"[Millions of chained (2017) dollars]",2018
"450","Real estate and rental and leasing","Private industries_SC","Finance, insurance, real estate, rental, and leasing_A","Real estate and rental and leasing_TOTAL_SA","Real estate and rental and leasing_TOTAL_MA","Digital Economy Real Gross Output by Industry",458,0.458,"[Millions of chained (2017) dollars]",2017
"451","Retail trade","Private industries_SC","Retail trade_A","Retail trade_SA","Retail trade_MA","Digital Economy Real Gross Output by Industry",317414,317.414,"[Millions of chained (2017) dollars]",2022
"452","Other retail","Private industries_SC","Retail trade_A","Retail trade_SA","Other retail_MA","Digital Economy Real Gross Output by Industry",302189,302.189,"[Millions of chained (2017) dollars]",2022
"453","Retail trade","Private industries_SC","Retail trade_A","Retail trade_SA","Retail trade_MA","Digital Economy Real Gross Output by Industry",284500,284.5,"[Millions of chained (2017) dollars]",2021
"454","Other retail","Private industries_SC","Retail trade_A","Retail trade_SA","Other retail_MA","Digital Economy Real Gross Output by Industry",266246,266.246,"[Millions of chained (2017) dollars]",2021
"455","Retail trade","Private industries_SC","Retail trade_A","Retail trade_SA","Retail trade_MA","Digital Economy Real Gross Output by Industry",260122,260.122,"[Millions of chained (2017) dollars]",2020
"456","Other retail","Private industries_SC","Retail trade_A","Retail trade_SA","Other retail_MA","Digital Economy Real Gross Output by Industry",241841,241.841,"[Millions of chained (2017) dollars]",2020
"457","Retail trade","Private industries_SC","Retail trade_A","Retail trade_SA","Retail trade_MA","Digital Economy Real Gross Output by Industry",199455,199.455,"[Millions of chained (2017) dollars]",2019
"458","Retail trade","Private industries_SC","Retail trade_A","Retail trade_SA","Retail trade_MA","Digital Economy Real Gross Output by Industry",190307,190.307,"[Millions of chained (2017) dollars]",2018
"459","Other retail","Private industries_SC","Retail trade_A","Retail trade_SA","Other retail_MA","Digital Economy Real Gross Output by Industry",186272,186.272,"[Millions of chained (2017) dollars]",2019
"460","Other retail","Private industries_SC","Retail trade_A","Retail trade_SA","Other retail_MA","Digital Economy Real Gross Output by Industry",178954,178.954,"[Millions of chained (2017) dollars]",2018
"461","Retail trade","Private industries_SC","Retail trade_A","Retail trade_SA","Retail trade_MA","Digital Economy Real Gross Output by Industry",169027,169.027,"[Millions of chained (2017) dollars]",2017
"462","Other retail","Private industries_SC","Retail trade_A","Retail trade_SA","Other retail_MA","Digital Economy Real Gross Output by Industry",159370,159.37,"[Millions of chained (2017) dollars]",2017
"463","Motor vehicle and parts dealers","Private industries_SC","Retail trade_A","Retail trade_SA","Motor vehicle and parts dealers_MA","Digital Economy Real Gross Output by Industry",10505,10.505,"[Millions of chained (2017) dollars]",2020
"464","Motor vehicle and parts dealers","Private industries_SC","Retail trade_A","Retail trade_SA","Motor vehicle and parts dealers_MA","Digital Economy Real Gross Output by Industry",9934,9.934,"[Millions of chained (2017) dollars]",2019
"465","Motor vehicle and parts dealers","Private industries_SC","Retail trade_A","Retail trade_SA","Motor vehicle and parts dealers_MA","Digital Economy Real Gross Output by Industry",9605,9.605,"[Millions of chained (2017) dollars]",2021
"466","Motor vehicle and parts dealers","Private industries_SC","Retail trade_A","Retail trade_SA","Motor vehicle and parts dealers_MA","Digital Economy Real Gross Output by Industry",9255,9.255,"[Millions of chained (2017) dollars]",2018
"467","Motor vehicle and parts dealers","Private industries_SC","Retail trade_A","Retail trade_SA","Motor vehicle and parts dealers_MA","Digital Economy Real Gross Output by Industry",8423,8.423,"[Millions of chained (2017) dollars]",2022
"468","Motor vehicle and parts dealers","Private industries_SC","Retail trade_A","Retail trade_SA","Motor vehicle and parts dealers_MA","Digital Economy Real Gross Output by Industry",8052,8.052,"[Millions of chained (2017) dollars]",2017
"469","Food and beverage stores","Private industries_SC","Retail trade_A","Retail trade_SA","Food and beverage stores_MA","Digital Economy Real Gross Output by Industry",7907,7.907,"[Millions of chained (2017) dollars]",2021
"470","Food and beverage stores","Private industries_SC","Retail trade_A","Retail trade_SA","Food and beverage stores_MA","Digital Economy Real Gross Output by Industry",7495,7.495,"[Millions of chained (2017) dollars]",2022
"471","Food and beverage stores","Private industries_SC","Retail trade_A","Retail trade_SA","Food and beverage stores_MA","Digital Economy Real Gross Output by Industry",6849,6.849,"[Millions of chained (2017) dollars]",2020
"472","Food and beverage stores","Private industries_SC","Retail trade_A","Retail trade_SA","Food and beverage stores_MA","Digital Economy Real Gross Output by Industry",2570,2.57,"[Millions of chained (2017) dollars]",2019
"473","Food and beverage stores","Private industries_SC","Retail trade_A","Retail trade_SA","Food and beverage stores_MA","Digital Economy Real Gross Output by Industry",1454,1.454,"[Millions of chained (2017) dollars]",2018
"474","General merchandise stores","Private industries_SC","Retail trade_A","Retail trade_SA","General merchandise stores_MA","Digital Economy Real Gross Output by Industry",1218,1.218,"[Millions of chained (2017) dollars]",2021
"475","General merchandise stores","Private industries_SC","Retail trade_A","Retail trade_SA","General merchandise stores_MA","Digital Economy Real Gross Output by Industry",1131,1.131,"[Millions of chained (2017) dollars]",2022
"476","Food and beverage stores","Private industries_SC","Retail trade_A","Retail trade_SA","Food and beverage stores_MA","Digital Economy Real Gross Output by Industry",1079,1.079,"[Millions of chained (2017) dollars]",2017
"477","General merchandise stores","Private industries_SC","Retail trade_A","Retail trade_SA","General merchandise stores_MA","Digital Economy Real Gross Output by Industry",894,0.894,"[Millions of chained (2017) dollars]",2020
"478","General merchandise stores","Private industries_SC","Retail trade_A","Retail trade_SA","General merchandise stores_MA","Digital Economy Real Gross Output by Industry",672,0.672,"[Millions of chained (2017) dollars]",2019
"479","General merchandise stores","Private industries_SC","Retail trade_A","Retail trade_SA","General merchandise stores_MA","Digital Economy Real Gross Output by Industry",641,0.641,"[Millions of chained (2017) dollars]",2018
"480","General merchandise stores","Private industries_SC","Retail trade_A","Retail trade_SA","General merchandise stores_MA","Digital Economy Real Gross Output by Industry",526,0.526,"[Millions of chained (2017) dollars]",2017
"481","National defense","Government_SC","Government_A","Federal Government_SA","National defense_MA","Digital Economy Real Gross Output by Industry",2178,2.178,"[Millions of chained (2017) dollars]",2021
"482","National defense","Government_SC","Government_A","Federal Government_SA","National defense_MA","Digital Economy Real Gross Output by Industry",2083,2.083,"[Millions of chained (2017) dollars]",2020
"483","National defense","Government_SC","Government_A","Federal Government_SA","National defense_MA","Digital Economy Real Gross Output by Industry",1963,1.963,"[Millions of chained (2017) dollars]",2022
"484","National defense","Government_SC","Government_A","Federal Government_SA","National defense_MA","Digital Economy Real Gross Output by Industry",1926,1.926,"[Millions of chained (2017) dollars]",2019
"485","National defense","Government_SC","Government_A","Federal Government_SA","National defense_MA","Digital Economy Real Gross Output by Industry",1798,1.798,"[Millions of chained (2017) dollars]",2018
"486","National defense","Government_SC","Government_A","Federal Government_SA","National defense_MA","Digital Economy Real Gross Output by Industry",1769,1.769,"[Millions of chained (2017) dollars]",2017
"487","Nondefense","Government_SC","Government_A","Federal Government_SA","Nondefense_MA","Digital Economy Real Gross Output by Industry",2784,2.784,"[Millions of chained (2017) dollars]",2021
"488","Nondefense","Government_SC","Government_A","Federal Government_SA","Nondefense_MA","Digital Economy Real Gross Output by Industry",2665,2.665,"[Millions of chained (2017) dollars]",2020
"489","Nondefense","Government_SC","Government_A","Federal Government_SA","Nondefense_MA","Digital Economy Real Gross Output by Industry",2542,2.542,"[Millions of chained (2017) dollars]",2022
"490","Nondefense","Government_SC","Government_A","Federal Government_SA","Nondefense_MA","Digital Economy Real Gross Output by Industry",2497,2.497,"[Millions of chained (2017) dollars]",2019
"491","Nondefense","Government_SC","Government_A","Federal Government_SA","Nondefense_MA","Digital Economy Real Gross Output by Industry",2371,2.371,"[Millions of chained (2017) dollars]",2018
"492","Nondefense","Government_SC","Government_A","Federal Government_SA","Nondefense_MA","Digital Economy Real Gross Output by Industry",2361,2.361,"[Millions of chained (2017) dollars]",2017
"493","State and local","Government_SC","Government_A","State and local government_TOTAL_SA","State and local government_TOTAL_MA","Digital Economy Real Gross Output by Industry",6341,6.341,"[Millions of chained (2017) dollars]",2021
"494","State and local","Government_SC","Government_A","State and local government_TOTAL_SA","State and local government_TOTAL_MA","Digital Economy Real Gross Output by Industry",6337,6.337,"[Millions of chained (2017) dollars]",2022
"495","State and local","Government_SC","Government_A","State and local government_TOTAL_SA","State and local government_TOTAL_MA","Digital Economy Real Gross Output by Industry",6139,6.139,"[Millions of chained (2017) dollars]",2020
"496","State and local","Government_SC","Government_A","State and local government_TOTAL_SA","State and local government_TOTAL_MA","Digital Economy Real Gross Output by Industry",5981,5.981,"[Millions of chained (2017) dollars]",2018
"497","State and local","Government_SC","Government_A","State and local government_TOTAL_SA","State and local government_TOTAL_MA","Digital Economy Real Gross Output by Industry",5755,5.755,"[Millions of chained (2017) dollars]",2019
"498","State and local","Government_SC","Government_A","State and local government_TOTAL_SA","State and local government_TOTAL_MA","Digital Economy Real Gross Output by Industry",5388,5.388,"[Millions of chained (2017) dollars]",2017
"499","Air transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Air transportation_MA","Digital Economy Real Gross Output by Industry",1596,1.596,"[Millions of chained (2017) dollars]",2022
"500","Air transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Air transportation_MA","Digital Economy Real Gross Output by Industry",1098,1.098,"[Millions of chained (2017) dollars]",2021
"501","Air transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Air transportation_MA","Digital Economy Real Gross Output by Industry",958,0.958,"[Millions of chained (2017) dollars]",2019
"502","Air transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Air transportation_MA","Digital Economy Real Gross Output by Industry",950,0.95,"[Millions of chained (2017) dollars]",2020
"503","Air transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Air transportation_MA","Digital Economy Real Gross Output by Industry",802,0.802,"[Millions of chained (2017) dollars]",2018
"504","Air transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Air transportation_MA","Digital Economy Real Gross Output by Industry",723,0.723,"[Millions of chained (2017) dollars]",2017
"505","Other transportation and support activities","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Other transportation and support activities_MA","Digital Economy Real Gross Output by Industry",513,0.513,"[Millions of chained (2017) dollars]",2022
"506","Other transportation and support activities","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Other transportation and support activities_MA","Digital Economy Real Gross Output by Industry",423,0.423,"[Millions of chained (2017) dollars]",2020
"507","Rail transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Rail transportation_MA","Digital Economy Real Gross Output by Industry",413,0.413,"[Millions of chained (2017) dollars]",2020
"508","Rail transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Rail transportation_MA","Digital Economy Real Gross Output by Industry",379,0.379,"[Millions of chained (2017) dollars]",2021
"509","Other transportation and support activities","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Other transportation and support activities_MA","Digital Economy Real Gross Output by Industry",373,0.373,"[Millions of chained (2017) dollars]",2019
"510","Other transportation and support activities","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Other transportation and support activities_MA","Digital Economy Real Gross Output by Industry",338,0.338,"[Millions of chained (2017) dollars]",2021
"511","Other transportation and support activities","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Other transportation and support activities_MA","Digital Economy Real Gross Output by Industry",310,0.31,"[Millions of chained (2017) dollars]",2018
"512","Other transportation and support activities","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Other transportation and support activities_MA","Digital Economy Real Gross Output by Industry",293,0.293,"[Millions of chained (2017) dollars]",2017
"513","Rail transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Rail transportation_MA","Digital Economy Real Gross Output by Industry",243,0.243,"[Millions of chained (2017) dollars]",2022
"514","Rail transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Rail transportation_MA","Digital Economy Real Gross Output by Industry",225,0.225,"[Millions of chained (2017) dollars]",2019
"515","Rail transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Rail transportation_MA","Digital Economy Real Gross Output by Industry",211,0.211,"[Millions of chained (2017) dollars]",2017
"516","Rail transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Rail transportation_MA","Digital Economy Real Gross Output by Industry",208,0.208,"[Millions of chained (2017) dollars]",2018
"517","Pipeline transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Pipeline transportation_MA","Digital Economy Real Gross Output by Industry",36,0.036,"[Millions of chained (2017) dollars]",2019
"518","Pipeline transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Pipeline transportation_MA","Digital Economy Real Gross Output by Industry",35,0.035,"[Millions of chained (2017) dollars]",2020
"519","Pipeline transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Pipeline transportation_MA","Digital Economy Real Gross Output by Industry",31,0.031,"[Millions of chained (2017) dollars]",2018
"520","Pipeline transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Pipeline transportation_MA","Digital Economy Real Gross Output by Industry",30,0.03,"[Millions of chained (2017) dollars]",2022
"521","Transit and ground passenger transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Transit and ground passenger transportation_MA","Digital Economy Real Gross Output by Industry",27,0.027,"[Millions of chained (2017) dollars]",2021
"522","Water transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Water transportation_MA","Digital Economy Real Gross Output by Industry",24,0.024,"[Millions of chained (2017) dollars]",2020
"523","Pipeline transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Pipeline transportation_MA","Digital Economy Real Gross Output by Industry",20,0.02,"[Millions of chained (2017) dollars]",2017
"524","Water transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Water transportation_MA","Digital Economy Real Gross Output by Industry",18,0.018,"[Millions of chained (2017) dollars]",2022
"525","Water transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Water transportation_MA","Digital Economy Real Gross Output by Industry",17,0.017,"[Millions of chained (2017) dollars]",2019
"526","Water transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Water transportation_MA","Digital Economy Real Gross Output by Industry",17,0.017,"[Millions of chained (2017) dollars]",2021
"527","Pipeline transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Pipeline transportation_MA","Digital Economy Real Gross Output by Industry",15,0.015,"[Millions of chained (2017) dollars]",2021
"528","Water transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Water transportation_MA","Digital Economy Real Gross Output by Industry",13,0.013,"[Millions of chained (2017) dollars]",2018
